opinion_id,true_topic_id,true_rank_in_topK,hit@1,hit@5,hit@10,hit@20,text,pred1_topic_id,pred2_topic_id,pred3_topic_id,pred4_topic_id,pred5_topic_id
cf5dc6eb65e0,00944C693682,-1,0,0,0,0,"if it must be described as ""emissions ... are choking cities"" (source 1), then why not be a bit more concerned. air pollution can affect those with pre-existing respitory issues and stress can be a deciding factor in how effient and well a person can function. stress on the road can lead to unsafe driving and a worse performance at work, school, or any other task-oriented location that many go to with the aid of a car.",0B606C33AC4D,FE018F15F8A4,F5D927221FB8,7DA8E80C2FAF,313229323B6E
8df2da9994bf,00944C693682,-1,0,0,0,0,it is also worth noting that cities that have embraced a no car lifestyle such as vauban or bogota have generally improved as a community and have given back anything the newly car-less citizens may have been missing out on through saving them time and money.,EC12EE97A834,88DD3D58EA57,0B606C33AC4D,D3D2660F2D77,71E9F0BA4A2D
033845420f01,00944C693682,-1,0,0,0,0,"in vauban, ""stores are placed a walk away, on a main street, rather than in malls along some distant highway"" (source 1). this is not only much more cost-efficient, but also convienent. this is saving both time and money, just like in bogota where ""parks and sports centers [] have bloomed throughout the city; uneven, pitted sidewalks have been replaced by broad, smooth sidewalks; rush-hour restrictions have dramatically cut traffic; and new restaurants and upscale shopping districts have cropped up"" (source 3). not only does this help individual citizens and business owners, it helps the overall economy of the city as well.",18D68AEC46D6,15DF5443F192,A96CC7C93B2A,7C8B867A0A1A,693C3112ED21
4faec979a617,00BD97EA4041,-1,0,0,0,0,it wouldn't change the emotion the students feeling. it also wouldn't help with the students education. its over all just a waste of time.,ADAE8A21CE9E,6FD0E82AB64D,E7A3DBC919C1,3DA49C7B4B14,7915BE25917E
a44371d6abc5,00BD97EA4041,-1,0,0,0,0,"the process begins when the computer puts together a 3-d digital model. there are 44 major muscles in your face that the computer has to detect. eckman classified six emotions happiness, surprise, anger, disgust, fear, and sadness. he then "" associated each with characteristic movements of facial muscles."" for example the frontalis pars lateralis muscle is above your eye which shows your surpried when it is raised. us humans alone can identify facial expressions on peoples faces. if you look at a friend you can tell how they are feeling at that moment. da vinci studied human anatomy to help paint the facial muscles percisely on the mona lisa painting. dr. huangs has new computer software it stores similar info as electronic code. he thinks there could be a different type of code to the painting.",14FE56852B95,44E343ECD9B7,2D08A68E70CD,E10D5E79B0A0,59D72A2EE874
e9257d57eae0,00BD97EA4041,-1,0,0,0,0,when facial facial expressions a made its about muscular action units. the school computer shouldn't have to know how you are feeling. what kind of problem is that supposed to solve,E10D5E79B0A0,44E343ECD9B7,2D08A68E70CD,416154D38103,0ACB0E08934E
4a1e697d6488,00BD97EA4041,-1,0,0,0,0,this idea is nothing but just a distraction for school students. it also may detect wrong facial expressions.,416154D38103,0581A6F4E804,DB1B143B6EB1,D3F5104B809F,44442D65C858
cb1efb91bfe4,00C6E82FE5BA,-1,0,0,0,0,the fact that its really easy for someone else to get into your phone or tablet through face reconition,57280EFE34F4,236C5B5C92CB,8AAA87E056FD,C30B2AD4AF0A,AC71A062B952
095847b91399,00C6E82FE5BA,-1,0,0,0,0,"people use face reconition alot and it can be a quicker way to get into your tablets and phones or any other electronics, but people can easily crack into the electronic and take any personal infomation that they need. i mean electonic ability to read people's emotions is cool and all, and its a huge next step into newer tecnology for the future, but the fact that you know say you needed to be happy to get into your phone, some one else can act happy and, well unlock your phone.",86FFB72A8AE3,C30B2AD4AF0A,0DB48DDD9022,2B2696900DDF,1DEDB886B240
4e7b0234ed72,00C6E82FE5BA,-1,0,0,0,0,"in paragraph six the article talks about how they could make different ads show if you were happy or frowning. that could be good but if your watching, like youtube or videos and an ad shows, your going to want to keep watching your video and not the ad. if a person is watching a show and an ad pops up and they smile, then it shows another ad that the person didnt want to see because they wanted to keep watching thier show. i think people would be angry if that happen, because not a lot of people like ads",77CF3644F240,E04E83CEF5DA,396A37B6D921,3679FD464B98,EA238A2AE63A
235278a2c6d7,00C6E82FE5BA,14,0,0,0,1,"ads can be good for promotion of products, but i think we all know when your playing a game on your electronic device that you want to keep playing or watching and not the ad.",3BB86ECD4F58,58B7F73691D2,FB8F29B936CE,A0DEA37279E9,B9E26FE6A3D7
804266501124,013B9AA6B9DB,-1,0,0,0,0,"the thing on mars first was photographed in 1976. it is a huge rock formation that resembles a human face. there are shadows that give it the illusion that it has eyes, a nose, and a mouth.",EED67869F816,99216EEE458B,F2A79A33B020,A969E6903C17,AC871BBF14B5
9e0d25faca07,013B9AA6B9DB,-1,0,0,0,0,some believe that it is real evidence that there is life on mars,4C51280DE2A8,E420A3813AE5,90CA5D1644D4,998A405C5352,B4CB3063482A
a5e7a6893f7f,013B9AA6B9DB,-1,0,0,0,0,"on april 5, 1998, the mars global surveyor flew over the ""face."" the new cameras snapped a photograph that was ten times sharper than the original one. the new image revealed that it was a natural landform.",DC93D8BDE631,4C51280DE2A8,139B1A57D6A3,E5F47974A6EF,CFA591751173
0ac0ff39b989,013B9AA6B9DB,1,1,1,1,1,"some skeptics said that maybe the alien markings were hidden by the clouds,",013B9AA6B9DB,B86BB171770C,1627A070AEBB,B0C80C0550D7,2F19735DD6EC
244544e584aa,013B9AA6B9DB,-1,0,0,0,0,but in 2001 a newer image was taken,AC470B5D0675,0EA4C1D85D69,7CE58A7E90FD,4C51280DE2A8,50670624BE51
effe61fb5d6e,013B9AA6B9DB,-1,0,0,0,0,"this image was captured on a cloudless day, so there was nothing obstructing the view. this image also shows",08A6AD8C775B,D28927CB06B9,81BC51842FBB,6298002ACB46,71E850FCDA63
6f286d4b669a,013B9AA6B9DB,-1,0,0,0,0,"that the presumed face was a landform, and not the ancient work of aliens.",C4B52CBE6186,9865A4972C51,76A03B929C4B,ADB68BCD2874,6DF04169C765
b8922c113c05,0158970BC5D2,-1,0,0,0,0,teachers' knowledge on how to deisgn and grade a project.,D1B06A3C02B3,99EBD3D71311,25279CF8444F,1A04C4505577,3D7B1F039322
96f2ff86c0f9,0158970BC5D2,-1,0,0,0,0,"when i was in the 6th grade, for fun, our teacher assigned the class to design a volcano that had to shoot up as far as possible into the air, made with paper mache, glue, and other accessible materials. there wasn't much instruction on how to do the volcano, as long as we were the ones building it, and the idea/design was original. most kids' volcanoes looked pretty amateur, with varying degrees of success. however, the kid whose volcano shot up the highest, was disqualified for copying his design and materials exactly from a project someone had shared on the internet. if a student can plagiarize someone's work from a project loosely designed by a teacher, then even more students can plagiarize a project that ""they themselves"" designed.",76CDE9069DBE,96B312BD472F,F43B82E81D75,D1B06A3C02B3,8C0D1A4261C0
d203548d9024,0158970BC5D2,-1,0,0,0,0,"often times throughout middle school, my teachers would give the students each other's assignments to grade themselves. and afterwards, we would see in the grade book that the grade changed because the students weren't grading the assignments the way they should have been. the student grading was meant to engage the classroom, but it turned into a showcase of how students dont really know how to grade the way teachers do. if students are unaware of how a project is supposed to be graded, they can not successfully design a project that tests whether or not they understand the material.",25279CF8444F,F43B82E81D75,86D1F207868B,D1B06A3C02B3,C8E9D6F3C80A
e55c28aa864c,0158970BC5D2,-1,0,0,0,0,"some people may say, ""but allowing students to design their own projects will allow them to focus more on their work during the summer.""",D60320508249,22416450E0EF,4CBB994F69F3,A451B2D00666,0BF9F64D6FD1
9eb4c757d0c3,0158970BC5D2,-1,0,0,0,0,"whenever i'm given a summer assignment, i know for a fact it i won't even look at the assignment until maybe about a few days before the first day of school. which would lead to me rushing a lazily put together assignment and a not so good grade. giving students the opportunity to design their own assignments will lead to students rushing their projects, and justifying it by claiming that the level of quality meets the standards of their assignment.",BDC4070CF21E,1C592378CBD1,B0CA3173B40D,EBD36D034DAC,2FF49615D63E
94d217778be6,015BB7DA58EE,-1,0,0,0,0,well to start off the technology has decoded the mona lisa smile,E3349F640D64,BAC30ACCEEFF,3C0AD7817D49,E22134365CE5,1C3440A3FFD6
c24890bd6f6a,015BB7DA58EE,-1,0,0,0,0,"you know they one the smile that seams somewhat omanis when you look at it. well this program has determend that the paintings famous smile is mostly happy. the spcifics of the smile are as follows she's 83 precent happy, 9 precent disgusted, 6 precent fearful, and 2 precent angry. this computer software known as the facs looks adn all 44 major mussles and then makes a decison based on that. how can this be helpfull to schools.",D7F4D3366332,396A37B6D921,BAC30ACCEEFF,ADAE8A21CE9E,DE20C186116A
162b862f7128,015BB7DA58EE,-1,0,0,0,0,"now if you actualy like doing greek and latin roots in your english class you may not need this new technology, however you may not like another class like math classes",E151FC867457,3C2FB67A96CB,36F89CC566E6,1248C86D1F56,FC1196671EE9
7f55d719a273,015BB7DA58EE,-1,0,0,0,0,if we start doing eveything on computers like all of our lessons for example we will probably need this to keep us from not falling asleep during the class.,5FB75CCB31F8,DB1B143B6EB1,AA0660FA9196,2E7245D9A04D,84DC528FB9BC
5a3369aa974c,015BB7DA58EE,-1,0,0,0,0,"if we do end up adopting this new software into our computers it could make us have more fun lessons and make the classes end faster, well do to preception",2E0AF5C8526F,0DEDD9E3222F,1248C86D1F56,D67D723785A7,FC1196671EE9
7da6d74a7627,015BB7DA58EE,-1,0,0,0,0,if the technology could be used with just a webcam then you could just look at your students face and see if they are bored or off task and make the lesson more enjoyable. we could just look at the precentages of the kids facial expressions like how they found out how the mona lisa's smile was mostly happy.,3C2FB67A96CB,04147BBED91A,44442D65C858,FF7164909305,030F2D5F039D
18e84569101a,0167BBA84E43,17,0,0,0,1,the photo isn't clearly shown as a face it just looks like a planets land form,EDFF7735A6F7,B86BB171770C,139B1A57D6A3,3D91748BFF8D,7F62201FA024
a348497d43c2,0167BBA84E43,-1,0,0,0,0,"it may aslo be a feture that is only unique to this palnet like the moon has thousands of craders. i just feel as if earth has all the water and green grass on it mayb mars has these land forms instead. also it might be like how people gaze at the stars or the clouds to see if they make an object or a human face. if you look closley you can see that the ""face"" has ridges or canyon. so maybe the ridegs/canyons made the land form that way",1934C9CFDA72,1D023C6D201A,64E72752757D,4A8B8527DD14,36929B945E29
5983efd986b0,0167BBA84E43,-1,0,0,0,0,nasa on the other hand and says there is likelyness of a human face. they also believe it is an alien artifac,B0C80C0550D7,C620D8B8466B,9F0C2B822B76,DAAE254A0B5C,A969E6903C17
9373ad480e79,0167BBA84E43,-1,0,0,0,0,"according to the picture they say because of the shadows it portraies eyes, nose and mouth. they say that in the years that they took the picture it has developed more and more over the spands of years.",F6CFA4C7247B,269F6428008E,3D91748BFF8D,D145F56FADED,C79753F72EF8
599e5e16e9ed,0168325D0E24,-1,0,0,0,0,"well paris has enforced a driving ban to help clear the air of pollution. ""on mondays motorists with even-numbered license plates were ordered to leave their cars at home or suffer a 22-euro fine ($31). the same would apply to odd-numbered plates the following day."" many people, in paris, were fined for driving on the wrong day. paris wanted to do something about the smog that was surrounding their beautiful city, so they figured if there wasnt as many cars polluting the air then the smog would go away.",01AFC67DF935,495DF8DE2896,7DA8E80C2FAF,313229323B6E,F9448F4CD1E8
a398be97f2b7,0168325D0E24,-1,0,0,0,0,it actually helped having cars stop driving on certain days because the smog actually cleared.,7DA8E80C2FAF,18A22DA09EF0,E0C57C8B7FFA,7507EC0790DF,457D9B0CF71F
38a6679de2ed,0168325D0E24,-1,0,0,0,0,"""recent studies suggest that americans are buying fewer cars, driving less, and getting fewer licenses as each year goes by."" american has always had a thing for cars but lately that seems to be a false statement.",90F9C06E19BC,939E66CC3A0C,939C163906D1,C6204A4BFD65,B867F487B9F3
f1cc93a81a32,0168325D0E24,-1,0,0,0,0,"in the more populated citys, people are using more bikes and less cars. its easier to get around a city where there are thousands of people on the streets alone.",939C163906D1,90F9C06E19BC,0B606C33AC4D,A96CC7C93B2A,D3D2660F2D77
1e8d962ccf47,0168325D0E24,-1,0,0,0,0,internet maybe a huge reason why theres less dringing because it feels like your more connected with your friends and family without actually having to go anywhere. the need for cars in the u.s. has gone down dramadically.,90F9C06E19BC,C6204A4BFD65,939E66CC3A0C,939C163906D1,71E9F0BA4A2D
417f54b08a30,0168325D0E24,4,0,1,1,1,"ever been to a place where there are no cars aloud. well in vauban, germany there is a place where if you want to go there you have to give up your car. ""street parking, driveways and home garages are generally forbidden is this experimental new district on the outskirts of freiburg."" people are happier without the stress of a car says heidrun walter.",71E9F0BA4A2D,EC12EE97A834,D3D2660F2D77,0168325D0E24,806100760821
dc6acebcd4c0,0168325D0E24,-1,0,0,0,0,"this is a place for clean air and no pollution from the car fumes. as of right now, this experiment seems to be running quite nicely.",F5D927221FB8,8C55F83A618F,7DA8E80C2FAF,F9448F4CD1E8,D150C1CD72D5
af569f0ddf09,01AFC67DF935,-1,0,0,0,0,"also when riding in or driving a motorized vehicle, your could get into an accident. getting into an accident in a vehicle could have much more fatal result than you walking, jogging, or even riding a bicycle.",0300455258CB,AF3D63DA7CB4,1CF95A009AE5,FC9BC150809F,FCD5E2EA7372
917cc7fc5ca4,01AFC67DF935,-1,0,0,0,0,"although walking, jogging, or riding a bicycle isnt must safer than riding in a vehicle.",C5C6DED9C790,05B3CD46C701,75E9D43EB9E4,9E502030CA7E,3FCC179594CD
4e718381101b,01AFC67DF935,-1,0,0,0,0,"you could be walking along when a stranger may walk up out of nowhere, beat you up, and could hurt you very badly. they may also take your wallet/purse. depending on who the person is, you could end up with a black eye, cut or busted lip/eye, or anything miner; while if the wrong person gets ahold of you, you could end up in the hospital needing surgery, transplant of some sort, or could even loose your life.",18D68AEC46D6,15DF5443F192,279E6B94B3C4,43C31084455B,259706C1BBC3
a2a95e4cd114,01AFC67DF935,-1,0,0,0,0,"also, owning a car could could put someone in debt.",CC82A1D80D1A,88DD3D58EA57,7A86EA9E70AC,BAC681996825,90F9C06E19BC
0adaf1d049b4,01AFC67DF935,-1,0,0,0,0,"falling behind on payments could be devastating to you and your family. when the car company comes to reposses your vehicle, you could end up having to walk, jog, or even ride a bike.",AE587E8BC0D3,7D59699BB70F,C492123F426E,7A40839A44E2,815D2A09CF1B
3f45cda4e0b0,01B52B1D14F8,-1,0,0,0,0,after reading the article i really could'nt decide. when reading about the facs the first thing that came to my mind was to use this technology on the faces of celeberties.,EE6CE96959D4,44E343ECD9B7,51CCAD86D2F2,B07E96B9767C,CFC1F5729C6D
6ba8f4c85956,01B52B1D14F8,-1,0,0,0,0,well it's because it would be fun to do so. in my opinion that's what it's most useful for in classrooms.,4E2D058C025D,D67D723785A7,5A230824A066,84DC528FB9BC,FC1196671EE9
8a0d92309806,01B52B1D14F8,-1,0,0,0,0,sure the teacher could use this technology to teach students about how advanced the humans have become but..,EB7944FDAF63,030F2D5F039D,36F89CC566E6,508DB90F68C7,238483C3AEFC
e890c3ba9d81,01B52B1D14F8,5,0,1,1,1,imagine being a teacher and then one day you introduce the facs to your students. what do you think the first thing they do would be? i think the first thing they would do is take selfies and let the facs analyze thier face. then they laugh at the results.,56193E77BB71,0D220BA8BA23,4E2D058C025D,B07E96B9767C,01B52B1D14F8
b9be259b07fa,01B52B1D14F8,-1,0,0,0,0,see they are doing it for fun.,2CFBD4AA7BE5,A62EBECE741D,A32A838D1C3F,D0733E25A2C7,41CC238F5738
9732378cc532,01B52B1D14F8,-1,0,0,0,0,"this reminds me of disecting frogs in biology. some students think it's useful for your education while some other students think it's a waste of time, a waste of life for the frogs and that disecting them in the first place is already digusting. but do they do this for fun. no they don't. they do it to learn about the oragns of the frogs and the purpose of each organ. but is disecting frogs valuable? yes in my opinion.",49DA281C7585,C1E2F0C453B3,451E8369BB76,04D4F9F350F6,4AE962B7BDAA
b2dc14b0cafc,01B52B1D14F8,-1,0,0,0,0,but that dosen't mean that you should not let them try it.,0CFDDC1CF75A,5FF1D599D746,E151FC867457,172F67E7FBBC,49EE396B474E
19b8004b9213,01B52B1D14F8,-1,0,0,0,0,"here's what the teachers should do. they show the students a picture of someones face. lets just say for example mona lisa. the students will stare at the picture for about a minute carefully looking at every part of mona lisa's face. then the students will decide mona lisa's emotion by rating her happiness, sadness, anger, digust or any other kind of emotions. then after that the teacher uses the facs on mona lisa's face to see if the results for mona lisa's emotions from the technology is the same as the results from the students.",44E343ECD9B7,E10D5E79B0A0,A90D70556372,7915BE25917E,44442D65C858
4a7d11406893,01E9D9CD5CBF,-1,0,0,0,0,"the study the ability of humans to read subatle changesin facial expressions, thast they appiled reverse correlation technique to reveal visual features that mediate understanding of emotion expressed by the face. suprising finding were that (1) the noise added to test face image had profound effect on the facail expression and (2) in most every istance the new expression was meaningful. all 44 major muscles in the mode must move like human muslces. movemment of one or more mucles is called an ""action unit"" then dr. pual eckam, creator of (facs) ekman has classified six basic emotions- happeniess, suprise, anger, disgust, feat and sadness. in the text it states,""the soft wear is the latest innovatiobn from prof. thomas huang, of the beckman institiute for advance science at the university of illinois."" dr. huag and colleague are experts at developing better ways fo humans and computers to communicate. the faical expressions for each emotion are univeral, observers dr. huang, even thought individuals often show varying degrees of expression (like smiling broadly). using video imagery, the new emotion-recqizing softwear facture these movements. the study the ability of humans to read subatle changesin facial expressions, thast they appiled reverse correlation technique to reveal visual features that mediate understanding of emotion expressed by the face. the process begins whwne the computer constructs a 3-d comupter model.",44E343ECD9B7,2D08A68E70CD,99C25C797D74,E10D5E79B0A0,F9FFECDE9A53
d9f3089308c7,01F69867D1BE,-1,0,0,0,0,"while a summer project is not something most students would like to do over there break, teachers could allow there students to choose a topic or unit to base there project on.",24C5ED476177,1449A333A335,59A14F276C3E,19E57B0657A6,E37D480CD473
199aea4ae355,01F69867D1BE,4,0,1,1,1,students can use this to there advantage and choose a topic they were intreasted. students could learn and still enjoy working on the project. students also have an easier time working on topics that they have knowledge on allowing them to complete there work easily. students can take advantage of being able to design there own project and choose a topic or unit that they struggled on through out the year. working on these weak points can strengthen your skills for next school year. students can go back and look at past notes and worksheets helping improve there skills in that topic.,D60320508249,DCABFA6AD5AE,5412AD81F965,01F69867D1BE,D2F5E24CEEAA
6a1cca1e1142,01F69867D1BE,-1,0,0,0,0,"students being able to design there projects could allow the student to create something they enjoy doing over the summer with friends and family, rather then students thinking of it as another teacher assined project that is boring",D60320508249,4CBB994F69F3,A451B2D00666,43A603645B8A,D1AF5CE5040E
f4416adbb49e,01F69867D1BE,-1,0,0,0,0,instead they can create something that they think of as fun but still educates them. they could also use this project to study or learn upcoming cirriculum for next year. this would allow the student to get a head start on future units and topics.,CAC4E6021973,F4A3B4B14952,1CF149052D11,25279CF8444F,59A14F276C3E
d1c5f0d13151,021663FD2F2E,-1,0,0,0,0,"the mona lisa demonstration really intended to bring a smile to your face this while just imagine how a computer knows when you're happy or sad thats crazy. for example, if you smile as soon as a web ad appears on the screen another ad will follow. lets say that you frown the next ad will be different from the one you smiled on. another thing a classroom computer can know when students are becoming to be confused or bored. how the start of the porcess is when the computer contracts a 3-d computer model of the face all of the 44 major muscles on the model must have move like human muscles. eckamn has classified six emotions for example anger, surprise, fear, sadness and happiness. movement for more than one muscle is called a unit. in fact us human perfrom this impressive called calculation we use it everyday. for example, you could tell how your friend is feeling by looking at his or her face. most us would have trouble describing each others facial trit that makes us happy or worried. yet dr. huang observes artist like leonardo da vinci he studied human anatomy to help them paint facial muscles to have enough convey specific type of emoitions.",3C0AD7817D49,E3349F640D64,1C3440A3FFD6,BAC30ACCEEFF,3679FD464B98
da54c636c445,021663FD2F2E,-1,0,0,0,0,however the new technology is valuable by telling you how what are your human emotions. for example a classroom computer can show when a student is bored or getting confused. also it can classified six different motions,44E343ECD9B7,A90D70556372,2D08A68E70CD,EA2BAEFCE4F2,3B59052B8DAF
5ac75720d785,022EE73C4244,5,0,1,1,1,"when someone decidedly does not like something, you can't force them to like it, no matter how hard you try. that is what it can feel like for students when teachers assign work that is not interesting to them over and over again. there is no way for every part of classwork to interest students, but teachers could make an effort to make the one assignment that no one wants to do over the summer, interesting.",F6A92E43251E,B6754C50B4F0,C06AB6F566C8,49DA281C7585,022EE73C4244
315a20da8ef8,022EE73C4244,-1,0,0,0,0,"when students have the ability to decide what they will study in a project, they are more excited and more willing to get the work done.",1449A333A335,11950E4412E5,24FA36D49DB7,01F69867D1BE,C06AB6F566C8
5d1e0a284fca,022EE73C4244,-1,0,0,0,0,having students choose their project will save both the teachers and students from the painful force feeding of information.,F43B82E81D75,9DC3CADE8953,3869028BB079,F245631F4D97,46A92C87B030
3726d4fd11d5,022EE73C4244,-1,0,0,0,0,"now, this assignment can not be a free for all, that would not be completely fair. there may be some students who go above and beyond while some may do the bare minimum and call it done.",6DFB980B835D,1C592378CBD1,19C571180C49,7B52C05A4BDB,D99A8FDB17D8
a5b52f9c901e,022EE73C4244,-1,0,0,0,0,to avoid this scenario teachers could implement some sort of rubric or guidelines for what the student chosen project would have to include and how they will go about grading it. this way the playing field is level and everyone has the opportunity to succeed.,CAC4E6021973,9F9FBC5BF6B3,F43B82E81D75,86E5ADAE8206,28314B1AC842
e3354441c900,022EE73C4244,-1,0,0,0,0,a common issue faced with summer work is the student procrastination. obviously no one wants to do schoolwork on their vacation so it is common practice to put it off for as long as possible and then rush the night before. even if there was three months to do it!,35C1EF0AD877,86E5ADAE8206,43A603645B8A,CE9EB0366069,1449A333A335
a25ac5272d77,022EE73C4244,-1,0,0,0,0,"with a student chosen project, students may feel more inclined to do their work because working on something that interests them won't feel like such a chore.",01F69867D1BE,2DA25C61D18D,43A603645B8A,E37D480CD473,3869028BB079
7ff80a11c483,023CEE52C08C,-1,0,0,0,0,"in the begining of the artical it talks abou how venus isthe second closest planet from the sun and how it is one of the two most similar planets to earth. since it has similarities to earths' size and density scientest have sentunmanded spacecrafts to venus to investigate. unfortunatlly no space craft has survived acording to the last two sentances of paragraph two. in the beginning of paragraph three it states how a thick atmosphere of almost 97 percent of carbon dioxide engulfs venus. the clouds on this planet are also highly currosive with sulfuric acid in them. the planets surface averages about 800 degrees fahrenheit and the atmospheric presure is 90 times greater than on earth. this concludes that venus has the hotest surface tempreature of any planet in our solar system. venus also has obsticals like erupting valcanos, earthquakes, and frequent lightning stikes on the planets surface.",61ECCAC44988,D67BA770AB5C,93E10E079796,6100B2E44919,3BFD98581812
6460c3c57613,023CEE52C08C,-1,0,0,0,0,with all these complications though scientest still are curious about this dangerous planet.,672B0070EEE9,04217B837E28,E609C36EC225,72AC5F226827,DFC04AA3DC98
0859f09e1301,023CEE52C08C,-1,0,0,0,0,"in the second sentance of the fourth paragraph it explains that astronomers are curious because it may have been the most earth like planet in our solar system. the planet resembles a surface with rocky sediment and includes things such as valleys, mountains, and craters. in the fifth paragraph it states that nasa is coming up with possible solutions to avoid most of these issues. one of them is inventing is a small vehical that resembles a blimp floating 30 miles above venus's landscape.",72AC5F226827,255F29455E8B,54F17F5A8C3C,920DC8B0BC4E,6100B2E44919
7a64b833e900,023CEE52C08C,3,0,1,1,1,now this doesn't get the scientest what they want exactly what they want,672B0070EEE9,881F756EF94A,023CEE52C08C,B91B697EB28E,97A5F803C874
bc308615acee,023CEE52C08C,-1,0,0,0,0,"because due to the planets atmospher light doesn't peneatrate very well making it difficult to observe ground conditions. it also limits the amount that you would see in pictures and vidoes of the planet. many researchers are working on new inventions so macheines will last longer on the harsh planet. for example in the seventh paragraph nasa states that it has been working on electronics made of silicon carbon and they have even tested it a chamber concluding that it lasted in the harsh conditions for three weeks. they are also recyclaling old ideas from the 1800's, they are trying to use a computor that does calculations,but theinvention uses gears and levers, meaning that it doesn't require any electricity to work.",D12165A1A427,51634BBDF223,EB3398FD0FF5,CAD2B46606E7,B460B20EE678
efeb7a805421,02A3E737A10F,-1,0,0,0,0,students have other things to do at home,15EAD0CC9F3D,56AC4BE71C2F,ACA08DBF39EE,9329A9DD13F2,FA38B62F80E5
03205305e7bd,02A3E737A10F,-1,0,0,0,0,"many students have a lot of things to do at home and they're already busy with other things. students have a lot of homework to do from different teachers. for an example students are given a lot of homework and have chores to do at home like cleaning clothes, taking care of their pets, cleaning the house or taking care of their siblings. some students are already tired from school and might not want to participate in any other activity because they have to wake up early for school and have to do school work really early even though science say that the human brain starts working correctly when it's ten in the morning so that means the human brain of a middle school might not work so well at six or seven in the gosh darn morning.",42D8CCA3643E,A38187259EEE,FA38B62F80E5,2CFBD4AA7BE5,66EEDB0C0494
